 	Label	Area
1	P1120241-1.JPG (blue).jpg	612.472
2	P1120241-1.JPG (blue).jpg	411.838
3	P1120241-1.JPG (blue).jpg	1089.151
4	P1120241-1.JPG (blue).jpg	340.477
5	P1120241-1.JPG (blue).jpg	255.481
6	P1120241-1.JPG (blue).jpg	616.067
7	P1120241-1.JPG (blue).jpg	489.785
8	P1120241-1.JPG (blue).jpg	182.290
9	P1120241-1.JPG (blue).jpg	484.193
10	P1120241-1.JPG (blue).jpg	511.110
11	P1120241-1.JPG (blue).jpg	215.597
12	P1120241-1.JPG (blue).jpg	269.134
13	P1120241-1.JPG (blue).jpg	1451.836
14	P1120241-1.JPG (blue).jpg	1735.414
15	P1120241-1.JPG (blue).jpg	743.036
16	P1120241-1.JPG (blue).jpg	137.465
17	P1120241-1.JPG (blue).jpg	83.538
18	P1120241-1.JPG (blue).jpg	235.214
19	P1120241-1.JPG (blue).jpg	853.714
20	P1120241-1.JPG (blue).jpg	405.281
21	P1120241-1.JPG (blue).jpg	525.461
